YEAR,DOY,PRECTOTCORR,T2M,T2MDEW,RH2M,WS10M,PS
2013,191,1.72,18.23,13.64,78.95,2.07,77.21
2013,192,4.41,18.73,13.91,77.93,2.19,77.38
2013,193,0.17,19.27,14.68,78.12,2.28,77.6
2013,194,3.33,19.35,16.16,84.96,2.37,77.53
2013,195,4.28,19.53,16.82,86.81,2.77,77.38
2013,196,72.2,19.08,17.37,91.77,2.95,77.44
2013,197,11.76,18.59,16.97,92.06,2.81,77.46
2013,198,11.34,19.33,17.46,91.21,2.46,77.42
2013,199,1.38,19.55,17.21,88.53,2.85,77.2
2013,200,25.32,18.95,16.67,88.32,3.06,77.14
2013,201,20.6,18.07,16.09,90.72,2.43,77.37
2013,202,10.27,18.34,15.46,85.6,2.06,77.25
2013,203,2.26,18.54,16.17,88.73,2.61,77.2
2013,204,0.83,18.43,17.17,93.29,3.77,77.37
2013,205,6.68,18.26,16.34,90.54,3.53,77.36
2013,206,2.46,17.91,15.25,87.11,2.81,77.18
2013,207,0.17,18.05,15.73,88.57,2.47,77.15
2013,208,0.15,18.85,16.87,90.15,2.93,77.35
2013,209,6.05,19.79,17.97,90.97,2.65,77.45
2013,210,10.68,20.15,18.36,91.03,2.68,77.39
2013,211,3.04,19.1,17.24,91.14,2.0,77.33
2013,212,10.16,19.29,17.79,92.73,2.6,77.22
2013,213,15.41,18.19,17.7,97.54,2.64,77.37
2013,214,14.32,17.86,16.79,95.32,2.2,77.56
2013,215,14.88,18.48,15.68,85.84,2.16,77.71
2013,216,10.35,18.7,17.19,92.81,3.36,77.57
2013,217,34.8,17.89,16.54,93.87,2.41,77.51
2013,218,71.72,17.15,15.78,93.7,3.37,77.54
2013,219,11.78,17.84,15.22,86.9,1.74,77.61
2013,220,10.76,18.29,17.27,95.25,3.28,77.41
2013,221,4.01,16.58,15.05,93.46,1.55,77.44
2013,222,3.76,17.93,15.8,89.0,2.45,77.54
2013,223,6.31,16.71,15.39,94.77,1.65,77.68
2013,224,7.55,17.67,15.67,90.34,1.62,77.63
2013,225,12.79,17.47,16.45,95.16,3.15,77.53
2013,226,39.39,16.42,14.45,90.81,2.1,77.55
2013,227,41.79,16.22,14.71,93.46,1.72,77.62
2013,228,28.97,16.27,14.4,91.22,1.79,77.5
2013,229,51.24,16.7,14.74,90.83,1.73,77.41
2013,230,16.71,17.23,15.71,93.09,2.34,77.43
2013,231,9.13,17.12,15.68,93.72,2.21,77.55
2013,232,2.66,17.5,14.9,87.14,2.13,77.43
2013,233,15.03,17.06,15.96,94.58,3.15,77.36
2013,234,3.06,17.1,15.92,94.32,3.01,77.55
2013,235,1.36,17.89,15.76,89.55,2.27,77.65
2013,236,0.58,18.12,16.45,91.81,2.56,77.67
2013,237,1.37,18.04,16.45,93.01,2.37,77.53
2013,238,0.1,18.4,16.0,88.89,1.94,77.42
2013,239,5.74,17.46,15.19,88.84,2.23,77.44
2013,240,4.45,16.76,14.96,90.86,2.4,77.68
2013,241,5.38,16.83,15.17,91.64,2.43,77.75
2013,242,10.08,17.18,15.12,89.9,2.2,77.7
2013,243,5.57,17.05,15.44,92.26,2.73,77.67
2013,244,3.28,16.79,14.97,91.43,2.33,77.74
2013,245,2.36,16.6,14.2,88.71,2.56,77.75
2013,246,1.46,16.56,13.49,85.48,2.51,77.69
2013,247,12.39,15.55,12.96,87.51,2.68,77.58
2013,248,12.58,14.47,12.58,91.57,2.59,77.52
2013,249,0.81,15.23,12.95,88.38,2.21,77.62
2013,250,0.21,15.59,12.67,84.91,2.19,77.78
2013,251,4.48,14.82,12.71,88.95,1.89,77.92
2013,252,1.22,14.79,13.01,91.3,1.74,77.96
2013,253,2.6,15.26,13.47,91.15,2.16,77.78
2013,254,0.51,15.51,13.68,90.5,2.2,77.85
2013,255,2.69,16.14,12.84,83.17,1.61,78.06
2013,256,0.26,16.22,11.96,79.29,1.84,78.09
2013,257,1.45,15.53,12.02,83.07,2.0,77.83
2013,258,3.11,15.62,11.68,81.45,1.85,77.61
2013,259,0.72,14.84,10.47,79.73,1.82,77.62
2013,260,0.12,14.95,10.12,77.19,2.03,77.65
2013,261,0.0,16.15,10.47,72.98,1.9,77.68
2013,262,0.0,16.8,10.8,71.44,1.89,77.72
2013,263,1.09,16.61,11.45,74.89,1.97,77.77
2013,264,5.17,16.22,11.43,77.1,1.6,77.86
2013,265,2.51,16.92,12.0,77.06,1.86,77.75
2013,266,0.5,16.9,13.06,81.75,1.82,77.66
2013,267,1.12,16.72,11.51,75.51,1.76,77.76
2013,268,0.3,16.23,10.44,72.08,2.12,77.91
2013,269,2.08,16.25,12.18,81.5,1.88,77.97
2013,270,1.28,16.03,13.36,87.99,2.07,77.85
2013,271,0.26,15.58,13.22,88.92,1.87,77.83
2013,272,1.41,15.52,11.71,80.41,1.67,77.72
2013,273,1.82,14.69,12.01,87.11,1.71,77.79
2013,274,0.16,15.37,10.81,77.76,1.61,78.01
2013,275,0.33,15.4,10.64,77.13,1.81,78.15
2013,276,3.71,14.83,12.25,87.16,1.79,78.04
2013,277,5.02,14.56,13.51,94.81,2.24,77.87
2013,278,0.29,15.75,12.15,85.11,1.92,77.71
2013,279,0.53,16.39,10.47,77.29,1.86,77.84
2013,280,0.45,16.85,10.6,75.7,1.8,78.12
2013,281,0.56,17.03,11.3,77.11,1.78,78.22
2013,282,0.0,15.95,13.91,90.36,1.5,78.22
2013,283,0.0,15.99,13.2,86.71,1.7,78.24
2013,284,16.44,15.03,12.42,87.78,1.64,78.18
2013,285,3.92,12.91,8.89,80.77,1.81,78.05
2013,286,0.18,12.99,7.54,72.65,2.24,78.02
2013,287,0.0,13.57,6.82,67.19,2.0,77.87
2013,288,0.0,13.66,6.61,66.63,1.68,77.97
2013,289,0.15,12.78,6.36,68.82,2.01,78.0
2013,290,0.0,12.62,5.77,67.11,1.82,78.1
2013,291,0.0,12.16,4.23,61.52,1.95,78.15
2013,292,0.02,12.05,4.35,61.5,1.83,78.11
2013,293,0.13,11.29,3.62,62.66,2.08,78.01
2013,294,0.17,11.5,1.42,54.82,1.97,77.89
2013,295,0.0,12.09,1.72,53.3,1.87,78.06
2013,296,0.0,12.32,3.15,57.0,1.82,78.29
2013,297,0.0,12.16,3.46,59.98,1.94,78.24
2013,298,0.0,11.64,4.1,63.46,1.91,78.06
2013,299,0.0,11.21,3.01,60.27,1.84,78.03
2013,300,0.0,10.45,2.78,62.09,1.62,77.94
2013,301,0.0,9.69,1.36,59.65,2.2,77.83
2013,302,0.0,9.92,-0.91,49.59,2.02,78.0
2013,303,0.1,10.31,0.03,50.8,1.65,78.13
2013,304,0.84,9.04,2.14,64.0,2.06,78.13
2013,305,0.16,8.19,1.2,64.89,1.54,78.16
2013,306,0.0,8.13,-0.4,57.57,1.48,78.1
2013,307,0.0,8.16,-2.63,48.62,1.96,78.15
2013,308,0.0,8.95,-3.06,44.48,1.81,78.33
2013,309,0.0,9.65,-0.58,51.15,1.24,78.32
2013,310,0.27,8.57,1.51,62.86,1.32,78.22
2013,311,5.34,5.89,2.55,81.96,1.56,78.04
2013,312,3.65,4.78,1.07,81.07,1.92,78.0
2013,313,0.01,4.64,0.6,77.75,1.67,78.08
2013,314,0.0,6.32,-2.22,57.21,1.95,78.13
2013,315,0.0,7.12,-2.75,51.91,1.72,77.9
2013,316,0.0,6.34,-2.41,55.9,1.58,77.9
2013,317,0.0,5.37,-5.64,47.69,2.21,77.98
2013,318,0.0,5.74,-5.62,46.21,2.16,78.0
2013,319,0.0,7.31,-6.69,38.38,1.82,78.15
2013,320,0.0,7.82,-4.43,43.82,1.79,78.27
2013,321,0.0,7.9,-3.69,46.06,1.95,78.29
2013,322,0.0,8.63,-4.2,42.29,1.98,78.26
2013,323,0.0,9.4,-5.12,37.22,1.7,78.11
2013,324,0.0,9.33,-5.28,36.82,1.71,77.93
2013,325,0.0,8.44,-5.25,39.03,1.81,77.91
2013,326,0.0,8.35,-5.86,38.18,2.1,78.12
2013,327,0.0,10.34,-4.5,36.52,1.83,78.1
2013,328,0.0,10.58,-3.27,39.33,1.48,78.13
2013,329,0.0,10.27,-3.42,39.81,1.5,78.04
2013,330,0.0,9.79,-5.19,36.46,1.5,77.92
2013,331,0.0,9.1,-5.5,37.65,1.82,78.09
2013,332,0.0,8.47,-5.22,39.59,1.67,78.32
2013,333,0.0,8.43,-5.58,38.68,1.84,78.3
2013,334,0.0,9.14,-6.5,34.18,1.86,78.11
2013,335,0.0,8.7,-7.2,33.35,1.88,78.12
2013,336,0.0,8.01,-6.09,37.56,1.54,78.1
2013,337,0.0,5.57,-5.0,48.14,1.57,78.08
2013,338,0.0,5.88,-6.28,43.04,1.95,78.16
2013,339,0.0,7.82,-6.44,37.18,1.78,78.03
2013,340,0.0,8.18,-4.72,41.12,1.83,77.92
2013,341,0.0,7.45,-4.43,43.93,1.77,77.96
2013,342,0.0,6.95,-4.42,45.62,1.82,77.9
2013,343,0.0,5.48,-4.83,49.09,1.91,77.79
2013,344,0.0,4.89,-5.9,47.75,1.92,77.8
2013,345,0.0,5.28,-6.26,45.03,1.88,77.86
2013,346,0.0,5.21,-5.41,48.44,2.21,77.82
2013,347,0.0,6.21,-9.57,33.47,2.41,77.73
2013,348,0.0,8.25,-10.65,26.02,1.96,77.86
2013,349,0.0,8.14,-7.73,32.77,2.0,78.0
2013,350,0.0,8.61,-5.97,36.54,1.59,78.02
2013,351,0.0,7.49,-5.5,40.98,1.46,77.87
2013,352,0.0,3.63,-6.15,51.01,1.87,77.68
2013,353,0.0,1.96,-6.45,55.31,2.02,77.65
2013,354,0.0,2.35,-5.38,58.87,1.53,77.81
2013,355,0.25,1.23,-3.61,72.22,1.54,77.85
2013,356,2.1,0.6,-0.19,96.53,1.87,77.94
2013,357,0.05,1.62,-1.9,81.29,2.04,78.1
2013,358,0.0,2.05,-5.27,62.92,1.94,78.2
2013,359,0.0,2.33,-6.89,52.03,1.63,78.12
2013,360,0.0,1.63,-8.95,46.39,1.98,77.97
2013,361,0.0,0.45,-10.17,45.86,2.0,77.86
2013,362,0.0,0.61,-7.53,56.34,2.03,77.85
2013,363,0.0,1.29,-10.92,40.91,2.03,77.86
2013,364,0.23,1.53,-11.55,39.93,2.13,77.8
2013,365,3.55,-0.22,-2.05,90.59,2.4,77.93
2014,1,0.03,0.85,-3.44,77.31,1.58,78.08
2014,2,0.0,3.0,-9.88,39.87,2.17,78.11
2014,3,0.0,4.64,-10.91,32.39,1.72,77.98
2014,4,0.0,2.66,-9.78,40.01,1.78,77.82
2014,5,0.05,0.75,-6.94,58.18,1.97,77.65
2014,6,0.0,-0.09,-9.28,51.47,1.7,77.7
2014,7,0.0,0.75,-11.72,39.55,1.43,77.83
2014,8,0.12,2.0,-6.49,54.42,1.74,77.9
2014,9,0.04,0.37,-5.26,69.05,1.8,77.75
2014,10,2.26,0.28,-5.17,68.49,1.87,77.71
2014,11,0.42,1.03,-7.82,55.07,2.02,77.87
2014,12,0.03,3.98,-10.79,34.44,1.82,78.16
2014,13,0.0,4.46,-5.34,50.07,1.6,78.13
2014,14,0.0,4.03,-3.16,60.53,1.63,77.97
2014,15,0.0,3.55,-3.01,64.11,1.56,78.02
2014,16,0.0,3.63,-5.0,55.59,1.71,78.05
2014,17,9.76,3.78,-3.68,59.97,1.11,77.93
2014,18,20.27,0.1,-2.63,85.96,1.47,77.92
2014,19,0.01,0.51,-8.42,56.15,2.14,78.4
2014,20,0.0,4.46,-9.21,38.51,1.99,78.31
2014,21,0.84,4.21,-3.55,60.32,1.85,78.27
2014,22,24.25,3.68,0.94,85.06,2.83,78.02
2014,23,4.15,1.37,-2.08,82.59,1.48,78.16
2014,24,0.0,2.32,-3.69,68.1,1.9,78.06
2014,25,0.0,1.67,-7.7,54.68,2.08,78.09
2014,26,0.0,2.67,-7.92,48.2,2.18,78.1
2014,27,0.0,1.8,-9.0,49.36,2.37,78.17
2014,28,0.0,3.61,-10.37,38.43,2.22,78.03
2014,29,0.0,4.58,-6.99,45.13,1.69,78.11
2014,30,0.0,2.37,-8.05,50.13,2.33,78.17
2014,31,0.0,3.54,-8.68,43.1,1.86,78.17
2014,32,0.0,5.09,-5.79,47.62,1.6,78.18
2014,33,0.0,5.67,-3.19,55.76,1.55,78.06
2014,34,0.59,3.5,-0.05,81.45,2.32,77.78
2014,35,0.18,3.64,-1.33,73.96,1.73,77.58
2014,36,0.47,2.22,-1.76,78.82,2.13,77.49
2014,37,4.08,1.62,-4.9,68.94,2.56,77.56
2014,38,9.92,2.08,1.04,96.2,3.48,77.33
2014,39,0.54,1.01,-2.78,81.24,1.68,77.41
2014,40,0.0,0.78,-5.98,64.29,2.03,77.31
2014,41,0.01,-0.86,-6.91,69.94,2.14,77.28
2014,42,0.04,-0.32,-5.42,73.43,1.68,77.44
2014,43,0.01,-0.16,-10.48,52.4,2.39,77.52
2014,44,0.63,1.99,-7.81,52.9,2.46,77.62
2014,45,22.78,-0.43,-1.73,94.84,0.95,77.31
2014,46,4.39,-1.73,-3.42,92.85,1.75,77.21
2014,47,0.09,-1.09,-5.06,79.18,1.85,77.56
2014,48,0.0,1.21,-12.64,41.02,2.12,77.94
2014,49,0.0,4.07,-10.51,36.48,2.25,78.0
2014,50,0.0,4.61,-7.15,45.46,1.94,77.94
2014,51,0.0,3.51,-5.58,54.26,2.15,77.82
2014,52,0.52,3.59,-4.05,59.5,2.04,77.83
2014,53,2.04,2.24,-0.74,84.43,2.03,77.94
2014,54,0.07,2.92,-3.98,65.44,1.73,78.13
2014,55,0.0,3.8,-5.61,54.84,2.37,78.17
2014,56,0.0,4.69,-3.89,56.24,2.24,78.08
2014,57,0.74,3.67,-3.75,61.86,2.59,77.9
2014,58,7.42,3.55,-3.49,61.71,1.83,77.8
2014,59,2.38,2.9,-1.71,76.3,1.75,77.73
2014,60,5.66,1.55,-1.14,86.31,2.57,77.7
2014,61,0.16,1.5,-3.55,71.43,1.67,77.83
2014,62,0.0,3.29,-4.04,62.68,1.69,77.96
2014,63,0.0,4.11,-0.86,73.52,1.84,78.01
2014,64,0.0,3.04,-0.53,82.12,2.18,77.92
2014,65,0.0,3.52,-1.81,72.44,1.57,77.94
2014,66,0.0,4.07,-4.93,55.44,2.05,78.02
2014,67,0.0,5.0,-5.0,51.45,2.29,78.12
2014,68,0.17,4.76,-2.58,62.56,1.7,78.01
2014,69,2.95,5.65,0.92,75.41,3.08,77.93
2014,70,17.78,5.35,1.3,78.25,3.4,77.88
2014,71,3.26,4.26,-2.24,65.75,1.7,78.07
2014,72,0.0,6.19,-5.4,47.22,2.01,78.13
2014,73,0.0,8.24,-4.15,44.56,1.95,78.1
2014,74,0.0,9.58,-1.88,47.33,1.72,78.29
2014,75,0.0,10.91,0.67,51.7,2.16,78.38
2014,76,15.07,10.1,0.62,56.46,1.87,78.18
2014,77,2.4,6.45,0.11,68.0,1.85,78.03
2014,78,0.0,6.6,-2.17,57.65,2.21,77.9
2014,79,0.0,8.09,-2.47,50.57,2.41,77.82
2014,80,0.31,8.58,-1.1,52.7,1.45,77.73
2014,81,0.06,8.71,0.73,60.21,2.66,77.66
2014,82,4.34,8.8,0.99,62.19,1.97,77.87
2014,83,8.39,7.4,4.15,83.66,1.74,77.98
2014,84,1.43,9.14,2.86,68.5,2.23,77.99
2014,85,0.1,9.33,3.6,70.3,2.04,77.98
2014,86,0.26,8.98,3.94,73.92,2.52,78.01
2014,87,3.1,9.3,3.52,70.67,2.88,78.03
2014,88,0.83,9.5,1.4,60.53,2.34,78.02
2014,89,0.0,10.02,2.39,61.77,2.05,77.87
2014,90,0.0,10.38,0.15,51.84,2.59,77.73
2014,91,0.0,10.79,0.05,49.6,2.62,77.62
2014,92,3.46,10.18,0.48,55.92,2.18,77.62
2014,93,0.05,10.18,2.59,63.1,2.09,77.87
2014,94,0.09,12.32,2.81,54.57,1.94,77.99
2014,95,0.0,12.72,2.48,51.93,2.27,78.0
2014,96,0.81,13.15,4.01,56.55,3.13,77.98
2014,97,5.32,9.82,3.83,69.29,4.41,77.93
2014,98,0.0,10.77,1.77,56.62,2.41,77.9
2014,99,0.0,10.33,-0.2,50.97,2.41,77.91
2014,100,0.0,11.05,-1.21,45.54,2.99,77.97
2014,101,0.0,12.46,0.28,45.55,2.36,77.9
2014,102,0.41,11.17,0.19,49.62,2.36,77.86
2014,103,1.4,10.63,1.81,57.3,2.35,77.98
2014,104,0.01,11.71,1.4,52.65,2.27,78.12
2014,105,0.0,12.94,1.85,49.9,2.57,78.1
2014,106,5.12,11.49,4.19,63.4,2.27,77.85
2014,107,2.87,11.77,4.05,62.15,2.88,77.73
2014,108,12.11,10.53,5.08,72.56,2.73,77.96
2014,109,12.18,8.04,4.82,84.23,3.19,77.96
2014,110,0.0,9.73,1.18,59.77,2.3,78.02
2014,111,0.0,12.38,1.71,51.84,2.35,78.07
2014,112,0.0,13.53,4.18,55.8,2.18,78.24
2014,113,0.0,13.88,5.43,59.26,2.49,78.02
2014,114,7.92,14.28,4.72,55.53,2.44,77.87
2014,115,2.23,14.72,5.0,55.03,2.33,77.93
2014,116,0.0,14.93,5.55,55.85,2.78,77.91
2014,117,0.0,16.01,4.97,50.92,2.48,78.02
2014,118,0.0,16.73,4.03,46.43,2.91,77.96
2014,119,0.0,17.38,3.5,43.05,2.86,77.94
2014,120,0.0,18.89,4.46,41.66,2.71,77.96
2014,121,0.0,18.97,4.67,41.71,2.56,77.82
2014,122,0.0,18.34,6.08,46.7,2.49,77.74
2014,123,0.0,15.31,7.55,62.7,2.34,77.9
2014,124,0.89,16.04,8.23,63.09,2.5,77.76
2014,125,0.97,14.31,8.46,70.45,1.69,77.96
2014,126,1.86,14.8,7.6,64.73,2.19,78.05
2014,127,1.72,15.64,7.77,61.86,2.53,77.85
2014,128,0.18,16.68,5.62,53.36,2.67,77.75
2014,129,0.0,16.25,4.5,49.31,2.48,77.58
2014,130,0.48,15.91,4.28,49.35,2.5,77.57
2014,131,0.63,14.04,4.44,55.17,2.2,77.71
2014,132,13.98,13.3,6.97,67.85,3.35,77.7
2014,133,6.36,12.12,6.85,73.58,2.52,77.83
2014,134,0.36,12.77,2.84,55.75,2.61,77.78
2014,135,0.04,14.17,3.66,52.89,2.59,77.66
2014,136,0.0,16.08,5.41,52.23,2.52,77.66
2014,137,0.0,16.72,7.63,58.15,2.33,77.95
2014,138,0.0,16.66,7.94,59.78,2.11,78.02
2014,139,0.0,16.54,7.31,57.46,2.29,77.99
2014,140,0.15,16.21,6.48,55.33,3.04,77.84
2014,141,0.02,16.52,5.25,50.18,2.54,77.69
2014,142,0.04,17.71,4.73,44.89,2.84,77.56
2014,143,0.63,17.84,5.84,48.74,2.79,77.63
2014,144,0.48,16.66,6.75,54.97,2.92,77.87
2014,145,0.86,17.22,4.39,46.13,3.01,77.98
2014,146,0.62,16.97,4.58,46.1,2.82,78.1
2014,147,0.04,17.33,5.54,48.51,2.83,77.94
2014,148,0.0,18.95,4.7,42.21,3.08,77.76
2014,149,0.02,20.63,2.9,34.13,3.09,77.73
2014,150,0.1,21.13,3.54,33.56,2.43,77.72
2014,151,3.23,21.07,3.65,34.97,2.66,77.7
2014,152,5.65,19.57,7.12,47.02,2.07,77.89
2014,153,0.0,19.3,4.69,42.92,2.82,77.93
2014,154,0.0,20.4,4.27,37.3,2.84,77.69
2014,155,0.0,21.18,3.04,33.35,2.76,77.66
2014,156,0.0,22.49,3.35,30.76,3.19,77.57
2014,157,0.0,23.12,4.29,30.71,2.85,77.49
2014,158,0.0,23.31,3.02,28.95,3.25,77.4
2014,159,0.0,23.03,0.83,25.17,2.92,77.35
2014,160,0.0,23.09,0.11,23.79,2.92,77.34
2014,161,0.0,22.96,-1.56,20.54,2.89,77.4
2014,162,0.24,22.76,-3.38,17.95,3.08,77.46
2014,163,0.18,20.78,-2.67,22.0,3.63,77.42
2014,164,0.11,20.93,3.01,31.89,3.41,77.3
2014,165,0.0,21.57,4.28,34.33,3.38,77.34
2014,166,0.0,22.82,7.76,39.95,3.16,77.47
2014,167,3.46,23.31,10.62,46.7,2.89,77.46
2014,168,0.62,23.26,10.96,48.14,3.05,77.38
2014,169,0.06,22.42,9.99,47.53,2.67,77.29
2014,170,0.11,22.44,8.83,43.78,2.61,77.25
2014,171,0.32,23.43,8.57,40.33,3.0,77.15
2014,172,2.79,22.17,9.37,46.03,2.71,77.28
2014,173,0.08,20.36,7.89,47.15,3.36,77.39
2014,174,0.08,19.43,8.02,49.97,2.94,77.33
2014,175,1.97,19.08,8.05,50.49,3.16,77.2
2014,176,6.45,18.32,10.26,62.44,3.14,77.36
2014,177,2.62,18.54,11.58,66.79,3.08,77.65
2014,178,0.01,19.51,12.15,65.98,2.43,77.8
2014,179,26.92,19.3,14.28,75.81,2.24,77.68
2014,180,7.27,19.06,14.42,78.46,2.42,77.46
2014,181,11.85,18.02,13.67,78.36,2.46,77.44
2014,182,4.56,18.02,14.17,80.52,2.82,77.6
2014,183,4.05,18.69,13.69,75.19,2.99,77.65
2014,184,1.96,18.76,13.58,74.77,3.15,77.4
2014,185,2.33,19.06,12.95,71.02,2.83,77.35
2014,186,0.43,19.97,12.73,66.34,2.92,77.54
2014,187,0.11,20.56,12.69,64.1,2.65,77.65
2014,188,0.0,20.42,11.36,60.08,2.9,77.52
2014,189,3.53,20.27,12.25,62.58,2.68,77.4
2014,190,0.13,20.68,13.12,64.34,2.52,77.42
2014,191,0.01,21.14,12.96,62.01,2.67,77.48
2014,192,0.0,21.78,13.19,60.17,2.45,77.46
2014,193,4.86,21.19,13.22,62.56,2.38,77.46
2014,194,7.57,20.36,13.52,67.14,2.24,77.57
2014,195,8.84,20.92,13.32,64.23,2.42,77.49
2014,196,3.73,20.91,14.2,67.52,2.59,77.35
2014,197,3.9,19.99,14.6,73.42,2.41,77.46
2014,198,22.77,18.23,15.85,88.16,2.68,77.31
2014,199,20.37,19.05,15.6,83.58,3.05,77.16
2014,200,6.14,18.7,14.93,82.14,3.24,77.16
2014,201,0.45,19.52,13.7,71.91,2.31,77.32
2014,202,0.18,19.81,13.53,69.74,2.76,77.32
2014,203,1.63,20.83,13.86,66.54,2.36,77.45
2014,204,22.18,19.68,15.57,79.0,2.63,77.43
2014,205,2.93,18.66,16.48,89.21,2.87,77.44
2014,206,2.5,18.77,16.21,86.85,2.85,77.56
2014,207,1.26,18.39,15.66,86.2,2.58,77.72
2014,208,10.36,18.58,16.02,87.24,2.9,77.69
2014,209,11.58,18.38,16.15,88.95,2.61,77.45
2014,210,5.91,18.23,15.87,88.16,3.35,77.48
2014,211,0.3,18.82,15.42,83.07,2.6,77.56
2014,212,16.68,18.78,16.32,87.75,3.13,77.58
2014,213,13.4,18.9,16.4,87.73,2.94,77.49
2014,214,6.59,19.52,16.91,87.2,2.75,77.35
2014,215,4.89,19.27,16.11,84.43,3.5,77.22
2014,216,9.71,19.11,16.07,85.01,3.4,77.21
2014,217,0.95,19.3,15.66,82.12,2.67,77.38
2014,218,25.6,19.48,16.25,83.52,2.62,77.39
2014,219,1.2,18.44,16.8,91.9,2.54,77.35
2014,220,13.76,18.52,16.47,89.83,2.54,77.41
2014,221,6.31,18.62,16.09,87.84,2.16,77.62
2014,222,2.71,19.05,15.68,83.01,2.3,77.65
2014,223,1.37,19.34,15.6,81.22,2.23,77.58
2014,224,0.24,19.19,15.52,81.44,2.77,77.48
2014,225,1.52,18.74,15.95,85.61,3.18,77.37
2014,226,10.86,18.48,15.31,83.68,2.86,77.29
2014,227,26.48,18.16,15.61,87.13,3.01,77.35
2014,228,15.04,16.69,13.86,86.48,2.51,77.62
2014,229,0.07,16.44,11.41,76.61,2.14,77.69
2014,230,0.95,17.66,12.18,73.4,2.43,77.9
2014,231,0.1,18.11,12.8,74.18,2.33,77.94
2014,232,0.0,18.63,13.4,73.59,2.23,77.81
2014,233,0.37,18.66,12.77,70.23,2.28,77.65
2014,234,1.47,18.34,12.35,69.91,2.16,77.73
2014,235,0.23,17.88,12.28,71.61,2.22,77.82
2014,236,0.0,17.71,12.29,72.68,2.25,77.81
2014,237,0.0,17.68,11.8,70.76,2.22,77.79
2014,238,0.58,17.75,11.19,67.92,2.25,77.73
2014,239,1.56,17.89,11.43,69.21,2.37,77.69
2014,240,1.12,17.52,10.37,66.11,2.16,77.83
2014,241,0.43,17.67,11.24,69.03,2.07,77.85
2014,242,0.08,18.53,11.82,68.12,2.17,77.8
2014,243,2.96,18.78,12.22,68.88,2.32,77.65
2014,244,22.46,16.97,12.59,78.0,1.99,77.64
2014,245,5.86,17.23,12.26,74.96,1.83,77.75
2014,246,53.81,16.62,13.09,82.19,1.24,77.74
2014,247,50.78,15.52,13.39,90.77,2.09,77.56
2014,248,126.37,15.35,13.28,92.09,1.58,77.45
2014,249,39.8,14.67,12.61,92.04,1.77,77.64
2014,250,0.11,16.81,13.55,84.02,1.93,77.8
2014,251,0.41,17.51,14.2,83.76,2.0,77.85
2014,252,0.02,17.03,13.12,82.04,1.76,77.72
2014,253,0.97,16.88,12.89,81.34,2.11,77.72
2014,254,1.46,16.44,13.43,85.64,1.81,77.82
2014,255,14.81,15.46,13.23,89.9,2.18,77.81
2014,256,1.27,15.3,11.2,80.46,1.9,77.71
2014,257,45.99,14.82,12.29,89.11,1.7,77.74
2014,258,0.45,15.03,11.19,81.99,2.0,77.71
2014,259,0.0,16.25,12.34,83.22,2.08,77.61
2014,260,0.0,16.97,13.51,85.95,1.95,77.59
2014,261,0.0,17.56,14.8,87.2,1.91,77.74
2014,262,0.0,17.66,15.42,89.71,1.94,77.8
2014,263,1.0,16.51,13.43,86.49,1.97,77.71
2014,264,0.26,15.44,12.07,84.43,2.11,77.72
2014,265,0.0,16.21,12.58,82.97,2.2,77.77
2014,266,0.0,16.43,13.29,86.7,2.31,77.75
2014,267,0.13,15.45,12.35,87.44,2.07,77.85
2014,268,0.04,14.35,10.64,82.81,2.14,77.95
2014,269,1.09,14.51,9.61,77.9,2.21,77.99
2014,270,0.51,14.45,10.97,83.71,2.02,78.06
2014,271,0.06,14.39,11.6,87.64,2.2,78.07
2014,272,0.38,14.41,11.75,88.97,2.01,78.02
2014,273,5.68,13.02,11.0,91.11,1.58,78.09
2014,274,2.59,13.29,10.65,87.37,1.99,78.18
2014,275,0.23,14.92,11.83,84.87,1.71,78.13
2014,276,0.0,15.54,12.83,88.29,2.0,78.02
2014,277,0.0,15.32,13.07,89.63,1.57,78.11
2014,278,0.0,15.13,13.23,92.01,1.87,78.24
2014,279,0.0,15.22,11.65,83.78,1.99,78.28
2014,280,3.87,14.32,10.43,81.8,1.62,78.14
2014,281,0.68,13.14,5.23,63.39,2.02,78.16
2014,282,0.05,13.28,4.96,60.86,1.79,78.17
2014,283,0.0,12.68,5.63,66.62,2.03,78.02
2014,284,0.0,12.4,3.5,58.49,1.98,77.97
2014,285,0.0,12.68,2.2,52.47,2.11,78.07
2014,286,1.01,12.46,4.19,59.83,2.27,78.15
2014,287,4.28,10.49,3.87,66.77,1.49,77.98
2014,288,0.48,9.68,5.01,75.78,1.89,78.19
2014,289,0.0,9.78,4.1,71.4,1.9,78.18
2014,290,0.0,10.57,3.61,65.95,2.03,78.19
2014,291,0.0,11.26,4.05,64.58,1.98,78.15
2014,292,0.0,12.03,4.6,63.34,1.97,78.13
2014,293,0.01,12.16,4.83,63.59,2.07,78.2
2014,294,0.0,11.79,5.06,66.66,2.14,78.33
2014,295,0.0,12.31,5.96,68.0,2.02,78.41
2014,296,0.02,12.63,5.91,66.43,1.74,78.24
2014,297,0.39,11.53,5.79,71.65,1.98,78.17
2014,298,3.04,10.61,4.3,69.16,1.82,78.14
2014,299,0.18,10.24,5.38,74.99,1.75,78.32
2014,300,0.18,10.21,4.77,73.11,1.96,78.2
2014,301,0.69,9.77,4.31,72.64,1.74,78.08
